cell_type_imm_custom	gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj
Plasma K 3	SARAF	0.9759339798739062	0.0107125519257526	0.535	0.556	1
Plasma K 3	S100A11	0.9760381141470363	0.014898604550065975	0.161	0.167	1
Plasma K 3	SELENOM	0.9793439598213829	0.06930114039722823	0.641	0.722	1
Plasma K 3	TERF2IP	0.9807486249394141	-3.245962862226254e-4	0.109	0.111	1
Plasma K 3	LUC7L3	0.9810428917136378	0.042356754087438026	0.265	0.278	1
Plasma K 3	ERN1	0.9811367440495127	0.031032991159324924	0.263	0.278	1
Plasma K 3	UBE2Q2	0.9814764983994448	0.005502077153983334	0.112	0.111	1
Plasma K 3	RAC1	0.9826121294952018	-0.01767323462083567	0.174	0.167	1
Plasma K 3	TMC6	0.9831631314120557	0.004412158789957682	0.109	0.111	1
Plasma K 3	POMC	0.9841623477053988	0.0025929841932994385	0.109	0.111	1
Plasma K 3	PPIL4	0.9875927229255257	0.0018643867111590995	0.11	0.111	1
Plasma K 3	NCOA2	0.9885500561929103	0.007678356576578935	0.109	0.111	1
Plasma K 3	TTC3	0.9893723031400498	0.04223276362327294	0.417	0.444	1
Plasma K 3	OTUD1	0.9919360044464508	-0.019790633365108612	0.17	0.167	1
Plasma K 3	ZNF296	0.9919824796141019	-0.013290958940844089	0.173	0.167	1
Plasma K 3	MYL12A	0.9929625886399996	-0.0547200491850916	0.172	0.167	1
Plasma K 3	TMEM107	0.9934043014651697	0.06101304416333336	0.316	0.333	1
Plasma K 3	NEU1	0.9943857653969101	-0.05861514790930372	0.293	0.278	1
Plasma K 3	ANKRD28	0.9951964282614029	-0.07324308577564631	0.466	0.389	1
Plasma K 3	CWF19L2	0.9983028883797971	0.008040609795537695	0.11	0.111	1
Monocyte	SLC16A10	5.0569036645367e-34	0.8684395213036143	0.388	0.035	1.1051357268478504e-29
Monocyte	CAPG	9.267005238743139e-34	0.8867224546568112	0.65	0.339	2.0252113248749255e-29
Monocyte	HIF1A	4.8900970018670236e-32	0.5879902281749756	0.785	0.552	1.0686817987880193e-27
Monocyte	IGF1	5.098103857827975e-28	-0.4037628481125731	0.112	0.329	1.1141396170897256e-23
Monocyte	CLEC9A	3.2504870170461245e-25	-0.25147200125512026	0.023	0.135	7.1036143270526e-21
Monocyte	S100A11	2.8795742032299397e-24	0.4479895769843232	0.964	0.877	6.293021463738711e-20
Monocyte	GAPDH	6.336151263794199e-24	0.4443209631359377	0.97	0.887	1.3847024971895841e-19
Monocyte	RPL34	7.062654148192534e-24	-0.4194742347880571	0.986	0.981	1.5434724375459964e-19
Monocyte	GLUL	1.5072700467436945e-22	0.6315536281554015	0.857	0.732	3.29398796015367e-18
Monocyte	P2RY14	4.249391818517999e-21	-0.2133757789936972	0.075	0.235	9.286620880189235e-17
Monocyte	FCGR3A	4.416298776239938e-21	0.7801817400421579	0.524	0.281	9.65137934559476e-17
Monocyte	GFRA2	9.608668162353154e-21	-0.2003697605404251	0.073	0.229	2.0998783402006585e-16
Monocyte	FTH1	1.1604596696599894e-20	0.5296884967425086	0.975	0.952	2.5360685620749407e-16
Monocyte	S100A9	1.724364739851807e-20	0.18021527545604954	0.666	0.365	3.768426702472139e-16
Monocyte	DNASE1L3	3.1467102951523066e-20	-0.6866923433204801	0.159	0.361	6.876820679025851e-16
Monocyte	LITAF	1.026269814517048e-19	0.38704686185005466	0.917	0.784	2.242810052645557e-15
Monocyte	PDK4	1.6864265237073895e-19	-0.6599981116366845	0.253	0.468	3.685516524910129e-15
Monocyte	FGL2	1.7641126241388058e-19	-0.46357906520898773	0.797	0.89	3.855291728792946e-15
Monocyte	LAPTM5	2.806204711055763e-19	0.3817138166781935	0.945	0.9	6.1326797755412644e-15
Monocyte	IL7R	4.3300979663641646e-19	0.8576497325219452	0.316	0.068	9.462996095692245e-15
Monocyte	SPP1	1.6170363701107117e-18	2.9599486000272313	0.225	0.013	3.533871283239949e-14
Monocyte	JCHAIN	3.1275516959762756e-18	-1.38309944935787	0.279	0.5	6.834951476386553e-14
Monocyte	ZG16	5.367773367410592e-18	-0.507773341108539	0.035	0.142	1.1730731917139107e-13
Monocyte	SERPINA1	7.383605713767427e-18	0.35837056224825237	0.654	0.394	1.6136131926867335e-13
Monocyte	FPR1	3.8173680916631753e-17	0.3466133093523836	0.506	0.223	8.342476227520703e-13
Monocyte	TREM2	5.0218601759857386e-17	0.4434980859270578	0.241	0.035	1.0974773228599234e-12
Monocyte	CLEC10A	5.0688202740855536e-17	-0.5329240515191334	0.337	0.552	1.1077399826986569e-12
Monocyte	SELENOP	6.569847847678046e-17	-0.896024984669197	0.282	0.468	1.4357745486315602e-12
Monocyte	CTSL	1.5567379414820955e-16	0.988430325087491	0.555	0.368	3.4020950973149715e-12
Monocyte	LDHA	4.416895996387702e-16	0.42024421426784886	0.757	0.581	9.652684510505684e-12
Monocyte	VIM	4.792426842911416e-16	0.38130293881822874	0.968	0.942	1.0473369622498609e-11
Monocyte	PHGR1	7.873215391033688e-16	-0.571138564570769	0.148	0.329	1.7206124915565022e-11
Monocyte	CTTNBP2	9.038689068219402e-16	-0.16378591966541034	0.047	0.158	1.975315108968668e-11
Monocyte	FCER1A	4.638805304244174e-15	-0.45106962035305237	0.126	0.287	1.0137645111895217e-10
Monocyte	TYMP	6.538233417248057e-15	0.3732681191564	0.84	0.735	1.4288655310053905e-10
Monocyte	BCAT1	7.840332000952862e-15	0.27907657695019905	0.401	0.174	1.7134261554882383e-10
Monocyte	ADAM8	8.143382799196397e-15	0.29342374555631967	0.337	0.123	1.7796548769363806e-10
Monocyte	CLEC5A	1.765903032027836e-14	0.3300205677177864	0.209	0.029	3.8592044861936327e-10
Monocyte	G0S2	2.219235541378266e-14	0.801618863020684	0.504	0.281	4.849917352128062e-10
Monocyte	NEAT1	2.6393423192492654e-14	0.2959265765550483	0.998	0.981	5.768018704487345e-10
Monocyte	PLA2G16	2.7757820365648772e-14	-0.15238452704757496	0.116	0.268	6.066194062708883e-10
Monocyte	HSPH1	3.403354850599135e-14	0.5841082717178698	0.676	0.519	7.43769169049935e-10
Monocyte	ATP6V1F	7.345015508581236e-14	0.3325060929450301	0.758	0.623	1.6051796892453434e-9
Monocyte	CD44	8.28352756817816e-14	0.39687213262743737	0.783	0.613	1.8102821147496551e-9
Monocyte	LILRB4	8.986499011180559e-14	0.26464795915037126	0.44	0.219	1.9639094939033992e-9
Monocyte	SLC40A1	9.192403473901543e-14	-0.5728955715609534	0.349	0.532	2.008907855186443e-9
Monocyte	GK	1.376707149747875e-13	0.3459187604961252	0.532	0.316	3.008655805059006e-9
Monocyte	RNASE2	2.0828002855257214e-13	0.2194316339321915	0.183	0.019	4.551751743987912e-9
Monocyte	TGM2	2.7324356812231784e-13	0.26754848062405306	0.206	0.035	5.971464937745134e-9
Monocyte	CEBPB	4.0016080701480375e-13	0.3821746106169277	0.862	0.787	8.745114276501521e-9
Monocyte	PLIN2	4.4119846824223273e-13	0.4815034834146288	0.519	0.326	9.641951324965754e-9
Monocyte	RPL9	5.203819185875725e-13	-0.25622195871945674	0.986	0.99	1.1372426448812808e-8
Monocyte	S100A8	5.512224635131204e-13	0.1801423853638635	0.433	0.194	1.2046415717615734e-8
Monocyte	FBP1	8.809728408767448e-13	0.613168326120872	0.378	0.187	1.925278046452038e-8
Monocyte	HSP90AA1	9.314907272886061e-13	0.43785414740139483	0.992	0.994	2.0356798354165198e-8
Monocyte	RPS27A	9.600209494180353e-13	-0.28037658112985087	0.989	0.997	2.0980297828581746e-8
Monocyte	PLA2G7	1.2763907121357812e-12	0.4760278498469644	0.47	0.274	2.7894242623015364e-8
Monocyte	FABP5	1.5392286495106228e-12	0.15613713309723876	0.392	0.187	3.363830290640515e-8
Monocyte	CTSA	1.868478181147885e-12	0.33183445767225117	0.571	0.397	4.083372217080588e-8
Monocyte	SLC11A1	3.16486967729303e-12	0.2788380013671914	0.258	0.084	6.916506192756189e-8
Monocyte	ITM2C	3.372385434604727e-12	-0.29849019742554955	0.197	0.352	7.37001112878517e-8
Monocyte	RPS3A	4.1311425202171544e-12	-0.32688357112063393	0.976	0.968	9.028198863682569e-8
Monocyte	PMP22	5.641939335586006e-12	0.35623806347566156	0.477	0.284	1.232989422398966e-7
Monocyte	ANXA2	7.707133190269517e-12	0.3868231481332711	0.795	0.706	1.6843168874015003e-7
Monocyte	RPL13	8.169479765150089e-12	-0.281738228237157	0.992	0.99	1.7853581078759003e-7
Monocyte	GRINA	1.1058434631560966e-11	0.269640864249467	0.688	0.539	2.4167103043813335e-7
Monocyte	RPS24	1.1990621943220309e-11	-0.3111735928019077	0.988	0.994	2.620430519471366e-7
Monocyte	BAG3	2.1416573835091608e-11	0.4948373532269055	0.385	0.203	4.68037804592092e-7
Monocyte	SOCS3	2.246619868275511e-11	0.29047768878801017	0.731	0.552	4.909763060129302e-7
Monocyte	PGK1	2.3905076350736382e-11	0.25880325731003695	0.819	0.706	5.224215385689929e-7
Monocyte	RPL7	2.4337304461977226e-11	-0.26262081197664267	0.91	0.948	5.318674517120503e-7
Monocyte	AQP9	2.497769380329999e-11	0.21241415280864856	0.313	0.113	5.45862520377318e-7
Monocyte	SNAI1	2.686645257441531e-11	0.2322764371596827	0.276	0.103	5.871394545612722e-7
Monocyte	OLR1	3.792746541893512e-11	0.36903592207506786	0.493	0.3	8.288668292654082e-7
Monocyte	GSTO1	4.644357676694625e-11	0.30571497584788576	0.715	0.61	1.0149779266648434e-6
Monocyte	FPR2	5.3453783932070507e-11	0.2987518828716056	0.181	0.035	1.1681789940514688e-6
Monocyte	ENO1	5.500038202725921e-11	0.2628178466010036	0.86	0.781	1.2019783488237227e-6
Monocyte	DNAJB1	6.499082567988242e-11	0.7643086044880321	0.748	0.652	1.4203095044081504e-6
Monocyte	SMIM25	6.985989939785922e-11	0.208777338552243	0.295	0.116	1.5267182414408153e-6
Monocyte	ADM	7.398181537548461e-11	0.44215543207866853	0.352	0.177	1.6167985932158407e-6
Monocyte	CST3	1.3330562186231901e-10	-0.3760366329878785	0.524	0.642	2.91326106017912e-6
Monocyte	ATP6AP2	1.3457456291263622e-10	0.2874233700874068	0.726	0.616	2.940992497892752e-6
Monocyte	S100A6	1.4527130728551252e-10	0.2158324994442209	0.906	0.774	3.1747591494175906e-6
Monocyte	RPL6	1.500112320825587e-10	-0.277436765057538	0.976	0.987	3.2783454659322378e-6
Monocyte	BTG1	1.6453658670602558e-10	0.3039240054216825	0.921	0.884	3.595782565873483e-6
Monocyte	LIMS1	2.3228313861210883e-10	0.2678728960366854	0.773	0.655	5.076315711229027e-6
Monocyte	CSTB	2.6415349791799487e-10	0.49136382960639535	0.805	0.742	5.77281054349986e-6
Monocyte	BASP1	2.709245476316624e-10	0.2993244893920608	0.697	0.516	5.92078506394235e-6
Monocyte	TYROBP	2.8157204180953755e-10	0.18193743866822487	0.96	0.9	6.153475401705633e-6
Monocyte	HSP90AB1	2.897639572493652e-10	0.29872961485106764	0.975	0.971	6.3325015217276266e-6
Monocyte	CD163L1	4.1291119051941566e-10	-0.28880126674879614	0.113	0.232	9.02376115761131e-6
Monocyte	SESN3	6.112243033992345e-10	-0.14813450026593583	0.158	0.297	1.3357695926486871e-5
Monocyte	RPL32	7.789181944554647e-10	-0.2899825686339108	0.992	0.984	1.7022478221629726e-5
Monocyte	RPS27	1.0198535219653449e-9	-0.3123309297741108	0.982	0.952	2.2287878869030647e-5
Monocyte	QPRT	2.3753989802315927e-9	-0.12257704836058411	0.072	0.168	5.1911969313981224e-5
Monocyte	CCL20	2.8600237261593765e-9	0.30657601193016504	0.266	0.106	6.250295851148701e-5
Monocyte	CFP	3.0825007177648942e-9	-0.3095449862294251	0.299	0.439	6.7364970686034e-5
Monocyte	CD63	3.3877677688016092e-9	0.3788598217854602	0.903	0.923	7.403627681939037e-5
Monocyte	ADAM9	3.702008651104427e-9	0.21933427527254867	0.395	0.232	8.090369706123615e-5
Monocyte	ABL2	4.610611188648509e-9	0.2881474658582432	0.437	0.277	1.0076029691672451e-4
Monocyte	ALOX5AP	4.833056973690355e-9	0.5114125701373964	0.529	0.403	1.0562162710302902e-4
Monocyte	PKM	6.482833115521653e-9	0.26778779008109943	0.77	0.69	1.416758349066102e-4
Monocyte	SIGLEC1	6.531913983125212e-9	-0.14100956473850618	0.154	0.284	1.4274844818721837e-4
Monocyte	FN1	6.7027453930760595e-9	0.8892998978402008	0.105	0.003	1.464817978202842e-4
Monocyte	HSPB1	8.144287400844436e-9	0.5878777341603528	0.473	0.339	1.779852568580543e-4
Monocyte	LILRB5	8.659038006470417e-9	-0.20036658995835385	0.141	0.261	1.892346165934045e-4
Monocyte	SLC1A3	8.845298797319142e-9	0.17632175346557008	0.252	0.106	1.9330515991661254e-4
Monocyte	CD82	9.885002873008989e-9	0.15596981285755923	0.174	0.048	2.1602685278673844e-4
Monocyte	SAT1	1.0056560429203865e-8	0.21463624902356582	0.991	0.977	2.1977607161982127e-4
Monocyte	CTSB	1.0663796435428877e-8	0.27749965033055896	0.447	0.306	2.3304660729986268e-4
Monocyte	RETN	1.1898339535500088e-8	0.3013681288638395	0.139	0.026	2.600263122088189e-4
Monocyte	NKG7	1.3334991379894011e-8	0.17924075334894615	0.172	0.048	2.9142290161620374e-4
Monocyte	VEGFA	1.4726886268430773e-8	0.251641659514112	0.523	0.352	3.2184137251028614e-4
Monocyte	RPL23A	1.5844258481682738e-8	-0.30218334057575946	0.969	0.952	3.4626042485869454e-4
Monocyte	RPL21	1.791394684362953e-8	-0.2519684672573974	0.979	0.977	3.9149139432067973e-4
Monocyte	GPR84	1.8180491661301914e-8	0.1795042232490344	0.176	0.052	3.9731646476609203e-4
Monocyte	FCER1G	1.879788478500502e-8	0.16985991040578013	0.474	0.313	4.108089740914997e-4
Monocyte	TSPO	1.9030034432768462e-8	0.20227282225032528	0.721	0.561	4.1588237249372197e-4
Monocyte	PRDX1	1.9599777627194243e-8	0.3252783786799103	0.793	0.723	4.2833354026470296e-4
Monocyte	PLXDC2	1.9741626363236982e-8	0.21834980030958284	0.656	0.526	4.31433502542181e-4
Monocyte	JAML	2.0322010877116085e-8	-0.24452098482911977	0.541	0.687	4.441172257084949e-4
Monocyte	CYP27A1	2.0522864124615068e-8	0.23780835504635617	0.198	0.068	4.485066725793377e-4
Monocyte	TMEM176A	2.1004070759327377e-8	0.3266172574268581	0.553	0.423	4.590229623743405e-4
Monocyte	RPS23	2.463312359683912e-8	-0.259890220258173	0.963	0.965	5.383322830853221e-4
Monocyte	S100A10	2.592882029439517e-8	0.24359293976882013	0.878	0.781	5.666484387137121e-4
Monocyte	HSPA1A	2.9016189642406335e-8	0.5528143167599207	0.872	0.832	6.34119808445148e-4
Monocyte	FCGR1A	3.380799009887513e-8	0.18180874822347567	0.287	0.142	7.388398156208171e-4
Monocyte	FTL	3.3888542489138736e-8	0.429219669295021	1	0.997	7.40600207557638e-4
Monocyte	SDC2	3.805062771402851e-8	0.277800703887063	0.203	0.077	8.31558418062379e-4
Monocyte	HSPA1B	4.095906401408364e-8	0.6008301390079112	0.735	0.671	8.951193849637838e-4
Monocyte	PLAU	4.4814942195218915e-8	0.23022686935943876	0.349	0.197	9.79385746734314e-4
Monocyte	ALOX5	4.6514238649010096e-8	0.15952266354217404	0.438	0.277	0.0010165221714354667
Monocyte	GLIPR2	5.587524624690573e-8	0.201787928252728	0.429	0.271	0.001221097631479878
Monocyte	CD53	6.7686467177467e-8	0.18173638728709363	0.831	0.752	0.0014792200536963638
Monocyte	CD14	7.324916547632142e-8	0.39972038764315276	0.738	0.629	0.0016007872623195283
Monocyte	TMEM176B	7.563624103947768e-8	0.361855420226154	0.619	0.548	0.0016529544116767453
Monocyte	LHFPL2	8.190313240075718e-8	0.24551019984679714	0.319	0.181	0.0017899110554861473
Monocyte	KYNU	8.358892143996776e-8	0.19453899518388612	0.476	0.316	0.0018267522891490555
Monocyte	RPS21	8.70799555823105e-8	-0.29703715200786873	0.91	0.945	0.0019030453492958138
Monocyte	UPP1	8.782737839341585e-8	0.23383007118097282	0.497	0.348	0.00191937952740971
Monocyte	RPL36A	1.0875711035299757e-7	-0.2467550353016285	0.423	0.532	0.002376777889654409
Monocyte	RPL13A	1.165307974496214e-7	-0.25389259641971584	0.988	0.984	0.002546664047464026
Monocyte	TNFAIP6	1.2730874974137142e-7	0.2619570578867045	0.195	0.071	0.002782205416847931
Monocyte	PLAUR	1.2923910817082995e-7	0.17083734255256672	0.477	0.323	0.002824391469965318
Monocyte	ANXA5	1.3523375284482842e-7	0.21404047585768238	0.869	0.803	0.00295539843467088
Monocyte	ARL5B	1.3965936278483922e-7	-0.28129003371897554	0.511	0.642	0.0030521157142998764
Monocyte	PLXNC1	1.4919579887669894e-7	0.19567216686394273	0.551	0.394	0.0032605249886513785
Monocyte	PPIF	1.5448051597159534e-7	0.3240942263816652	0.617	0.481	0.003376017196043245
Monocyte	LTC4S	1.7319899120879048e-7	-0.15796867460679495	0.106	0.203	0.003785090753876907
Monocyte	MARCO	1.8988900701492796e-7	0.5209832162132864	0.164	0.055	0.0041498343593042355
Monocyte	SIGLEC12	2.0679044352424413e-7	0.1715235918921197	0.197	0.077	0.004519198352778832
Monocyte	NUPR1	2.2182422873719635e-7	0.4800052273387714	0.189	0.074	0.004847746694822689
Monocyte	CCDC152	2.3065077936171738e-7	-0.10149934029693217	0.045	0.113	0.005040642132170972
Monocyte	RPS10	2.3964088977696717e-7	-0.2783128181043013	0.77	0.784	0.005237112005185841
Monocyte	ALCAM	2.4345358558507933e-7	0.2436352963709421	0.446	0.319	0.005320434659376324
Monocyte	CCRL2	2.636783993825385e-7	0.13212469080064937	0.326	0.177	0.005762427740105996
Monocyte	RPS14	2.6903210549194443e-7	-0.2725871376893849	0.994	0.984	0.005879427633420953
Monocyte	ACP5	2.879059396592834e-7	0.38308651570587127	0.56	0.426	0.006291896405313979
Monocyte	EEF1B2	3.018630969664475e-7	-0.250885984489458	0.915	0.932	0.006596916121104743
Monocyte	NCF2	3.4657990631876174e-7	0.20501989870718196	0.654	0.552	0.007574157272690219
Monocyte	NR4A3	3.4845825361746976e-7	-0.2752526268747806	0.621	0.719	0.007615206674556185
Monocyte	NCF1	3.5795777937654093e-7	-0.16729512752802805	0.2	0.319	0.007822809310494925
Monocyte	LINC00996	3.6554881215454563e-7	-0.14254203915724867	0.086	0.171	0.00798870374082544
Monocyte	CD81	3.875297890902798e-7	0.37197877852988626	0.729	0.684	0.008469076010778974
Monocyte	APOC1	3.980160755849695e-7	0.8593131956086911	0.333	0.206	0.008698243315833923
Monocyte	CXCL16	4.1915290067168636e-7	0.2558067357529371	0.652	0.561	0.009160167491279033
Monocyte	OSM	4.455243416620631e-7	0.25899675007293893	0.325	0.187	0.009736488962682727
Monocyte	MMP9	4.5455203755527566e-7	0.6803770395810954	0.292	0.168	0.009933780228732994
Monocyte	DST	4.7182507032771093e-7	-0.17734600327988287	0.229	0.352	0.010311265086941794
Monocyte	CD200R1	5.272659813960298e-7	-0.06715235288549434	0.05	0.119	0.011522870757428836
Monocyte	PEA15	5.940609547683624e-7	0.19670882972445608	0.526	0.39	0.012982608105507791
Monocyte	EMILIN2	6.605185260092869e-7	0.15779767501304243	0.589	0.445	0.014434971867406957
Monocyte	CD9	6.957365156856005e-7	0.41395394614519554	0.459	0.342	0.015204625813793114
Monocyte	EID1	7.323042249398727e-7	-0.15585479316799666	0.617	0.726	0.01600377653183598
Monocyte	RPS8	7.380766989868859e-7	-0.27636177885478075	0.981	0.965	0.016129928179659404
Monocyte	FOSB	8.077633115924098e-7	-0.22476931929907584	0.905	0.935	0.017652859411540524
Monocyte	CCL18	8.122788949028577e-7	1.3818150647113459	0.125	0.032	0.017751542969207054
Monocyte	TNFRSF1B	9.017141385271848e-7	0.1942528064939495	0.746	0.642	0.019706060783373096
Monocyte	BTG2	9.57917322491786e-7	-0.243487422182999	0.671	0.774	0.02093432516573549
Monocyte	ZNF267	1.0918920893060765e-6	0.13283395594230907	0.492	0.332	0.023862209719694997
Monocyte	FNDC3B	1.146194752044998e-6	0.20217093563407712	0.414	0.281	0.025048940111191385
Monocyte	ATP1B1	1.1736549937310796e-6	-0.15495663997919068	0.333	0.468	0.025649056232999016
Monocyte	GPNMB	1.2439495399132882e-6	0.7003099575539812	0.386	0.274	0.027185273245265
Monocyte	HPSE	1.332472651219478e-6	0.13163109341697687	0.208	0.094	0.02911985731975047
Monocyte	ASAH1	1.340444140952099e-6	0.3002431503905678	0.684	0.581	0.029294066256367175
Monocyte	SH3BGRL3	1.3499110313406742e-6	0.1709209082023393	0.947	0.894	0.029500955678919093
Monocyte	SCD	1.3788800151810483e-6	0.21547790202825515	0.233	0.116	0.03013404385176663
Monocyte	TSC22D1	1.4503181253588837e-6	0.21207307601256917	0.258	0.135	0.03169525231159304
Monocyte	SCPEP1	1.4803903054174061e-6	0.15007421942395704	0.539	0.387	0.03235244973459199
Monocyte	RPS4X	1.5659352273867219e-06	-0.26720740286803446	0.98	0.965	0.03422194845930942
Monocyte	RPS7	1.584543585803839e-6	-0.2158079531928343	0.976	0.981	0.034628615524157094
Monocyte	CCDC6	1.6624351538687863e-6	-0.12789618078952805	0.169	0.277	0.03633085785264846
Monocyte	TMSB4X	1.6828438221604358e-6	-0.234872597502922	1	0.997	0.03677686888949416
Monocyte	CTSF	1.6838302050916177e-6	-0.08752960887589775	0.055	0.123	0.03679842530207221
Monocyte	GAS7	1.7576148287259844e-6	-0.14221671872405067	0.314	0.442	0.03841091446697766
Monocyte	RPS12	1.7591172957879716e-6	-0.2269307109396843	0.992	0.987	0.03844374938215033
Monocyte	CD300E	1.9635936173973556e-6	0.32546360140624264	0.319	0.194	0.04291237491460181
Monocyte	SLC15A3	1.9686122592094693e-6	0.17352981909454268	0.499	0.368	0.043022052312763744
Monocyte	MYCL	2.086590606987646e-6	-0.13177638494156074	0.109	0.197	0.04560035112510802
Monocyte	JUND	2.1967455290309704e-6	-0.2506851385275497	0.945	0.961	0.04800767679144283
Monocyte	STK17B	2.2250903776741144e-6	-0.190286833598438	0.589	0.735	0.04862712511369009
Monocyte	ABHD2	2.4924807255449265e-6	0.1785243842859202	0.416	0.294	0.054470673776058826
Monocyte	A2M	2.505352272294688e-6	-0.30090184274559806	0.336	0.458	0.05475196855872812
Monocyte	MMP12	2.6757982602820276e-6	1.3032886813360847	0.191	0.087	0.05847689518020343
Monocyte	HLA-DPA1	2.818945027757432e-6	-0.3606698088835043	0.917	0.961	0.06160522463661092
Monocyte	LILRA5	2.901851270288071e-6	0.16745724968112488	0.288	0.165	0.0634170576608755
Monocyte	GCHFR	3.008001335870788e-6	0.24224319995134508	0.211	0.103	0.0657368611941202
Monocyte	SIRPA	3.3767736584569653e-6	0.17138388185372616	0.541	0.426	0.07379601153191852
Monocyte	ITGAX	3.504384453123081e-6	0.16950201209453836	0.491	0.365	0.07658481783855181
Monocyte	RPL10A	3.833533553133401e-6	-0.23762559216175339	0.955	0.961	0.08377804227017734
Monocyte	DNAJA4	4.295158557918906e-6	0.2838008645491788	0.296	0.177	0.09386639512475976
Monocyte	C15orf48	4.3575086068640146e-6	0.13094810814132068	0.158	0.061	0.09522899309440618
Monocyte	LAMP1	4.788043868247343e-6	0.22919867524918713	0.655	0.565	0.10463791069667744
Monocyte	LGALS4	4.875741437447773e-6	-0.15785877027663098	0.074	0.148	0.10655445337398363
Monocyte	RPS20	5.096271916017538e-6	-0.2041359166967296	0.966	0.974	0.11137392645264726
Monocyte	GNA15	5.295117019464198e-6	0.1708527054582889	0.37	0.248	0.11571948734337059
Monocyte	FNBP1	5.309751168350679e-6	-0.1918384303838796	0.493	0.594	0.11603930203313573
Monocyte	RPS5	5.35403489056993e-6	-0.22329094109809722	0.961	0.939	0.11700707849851526
Monocyte	PDIA3	5.495336407039229e-6	0.16391457536793752	0.753	0.665	0.1200950818394353
Monocyte	NAP1L1	5.665105753848692e-6	-0.29470185626826173	0.79	0.852	0.1238052211446093
Monocyte	SPHK1	5.7384427749669494e-6	0.12024523859930344	0.194	0.09	0.1254079284041277
Monocyte	METTL7A	5.967872259959425e-6	-0.12165551260072321	0.254	0.371	0.13042188036915328
Monocyte	SLC2A3	6.070610653104028e-6	0.3038584101869244	0.676	0.558	0.13266712521293542
Monocyte	LGALS1	6.577259967312979e-6	0.31704104279358547	0.864	0.832	0.14373943932565786
Monocyte	F13A1	6.640631675123968e-6	-0.39050105347944475	0.24	0.348	0.1451243646281592
